library,term,traits_tested,traits_P_lt_0_005,minimum_P,maximum_P,minimum_BH_FDR,FDR_significant_any_trait
Reactome_2022,Activation Of G Protein Gated Potassium Channels R-HSA-1296041,3,0,0.91788,0.95784,0.9876359612141652,False
Reactome_2022,"Glutamate Binding, Activation Of AMPA Receptors And Synaptic Plasticity R-HSA-399721",3,0,0.88405,0.95796,0.9872367447860676,False
Reactome_2022,Glycolysis R-HSA-70171,3,0,0.91202,0.95818,0.9859146284501062,False
GO_BP_2023,Amyloid Fibril Formation (GO:1990000),3,0,0.24241,0.9582,0.9142010813887308,False
GO_BP_2023,Peptidyl-Tyrosine Modification (GO:0018212),3,0,0.35833,0.95828,0.9662928812415656,False
GO_BP_2023,Regulation Of Monoatomic Ion Transmembrane Transport (GO:0034765),3,0,0.79686,0.95844,0.9834347762998792,False
GO_BP_2023,Antimicrobial Humoral Immune Response Mediated By Antimicrobial Peptide (GO:0061844),3,0,0.53741,0.95846,0.9505385600553824,False
GO_BP_2023,Regulation Of Keratinocyte Proliferation (GO:0010837),3,0,0.92747,0.9586,0.98990960861462,False
GO_BP_2023,Negative Regulation Of Fibroblast Proliferation (GO:0048147),3,0,0.7654,0.95893,0.966254191468254,False
GO_BP_2023,Organonitrogen Compound Catabolic Process (GO:1901565),3,0,0.70317,0.95896,0.9624195402298852,False
Reactome_2022,Disorders Of Transmembrane Transporters R-HSA-5619115,3,0,0.77147,0.95896,0.9802537908820615,False
GO_BP_2023,Epithelial Cell Morphogenesis (GO:0003382),3,0,0.81568,0.95905,0.9735597498842056,False
GO_BP_2023,Myeloid Dendritic Cell Activation (GO:0001773),3,0,0.83893,0.95911,0.976142569832402,False
GO_BP_2023,"Negative Regulation Of CD4-positive, Alpha-Beta T Cell Activation (GO:2000515)",3,0,0.85806,0.95925,0.985823103522801,False
Reactome_2022,RND2 GTPase Cycle R-HSA-9696270,3,0,0.38815,0.95927,0.9722129199861448,False
GO_BP_2023,Protein Import Into Nucleus (GO:0006606),3,0,0.65321,0.95932,0.957209686691578,False
GO_BP_2023,Cristae Formation (GO:0042407),3,0,0.84375,0.95933,0.976142569832402,False
Reactome_2022,Glucose Metabolism R-HSA-70326,3,0,0.92414,0.95935,0.9893541021347844,False
GO_BP_2023,Central Nervous System Projection Neuron Axonogenesis (GO:0021952),3,0,0.54126,0.95944,0.9722129199861448,False
GO_BP_2023,Regulation Of Endothelial Cell Migration (GO:0010594),3,0,0.58851,0.95951,0.9533020999045498,False
GO_BP_2023,Epithelial Cell Development (GO:0002064),3,0,0.75753,0.95983,0.9650268615692156,False
Reactome_2022,Phospholipase C-mediated Cascade: FGFR1 R-HSA-5654219,3,0,0.87511,0.95985,0.985823103522801,False
GO_BP_2023,Calcium Ion Transmembrane Import Into Cytosol (GO:0097553),3,0,0.90818,0.96036,0.9882077941490498,False
GO_BP_2023,Kidney Development (GO:0001822),3,0,0.26277,0.96042,0.9689528907922912,False
Reactome_2022,Transport Of Nucleosides And Free Purine And Pyrimidine Bases Across Plasma Membrane R-HSA-83936,3,0,0.79886,0.96043,0.9834347762998792,False
Reactome_2022,Phase 0 - Rapid Depolarisation R-HSA-5576892,3,0,0.89822,0.96055,0.9872367447860676,False
Reactome_2022,Regulation Of Complement Cascade R-HSA-977606,3,0,0.93938,0.96058,0.992808218344156,False
GO_BP_2023,Polarized Epithelial Cell Differentiation (GO:0030859),3,0,0.40949,0.96081,0.9348970419426048,False
GO_BP_2023,Potassium Ion Transport (GO:0006813),3,0,0.872,0.96085,0.985823103522801,False
GO_BP_2023,Negative Regulation Of Transcription Regulatory Region DNA Binding (GO:2000678),3,0,0.62975,0.96102,0.975307179799209,False
Reactome_2022,TP53 Regulates Transcription Of Genes Involved In G1 Cell Cycle Arrest R-HSA-6804116,3,0,0.8509,0.96108,0.976142569832402,False
Reactome_2022,Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582,3,0,0.91356,0.96111,0.9866329019940604,False
GO_BP_2023,Serine Family Amino Acid Metabolic Process (GO:0009069),3,0,0.85724,0.96117,0.976142569832402,False
GO_BP_2023,Mitotic G1 DNA Damage Checkpoint Signaling (GO:0031571),3,0,0.79055,0.96121,0.982381181352209,False
GO_BP_2023,Regulation Of Low-Density Lipoprotein Particle Clearance (GO:0010988),3,0,0.74676,0.96146,0.9636665240372516,False
GO_BP_2023,Nuclear Export (GO:0051168),3,0,0.50614,0.96148,0.9454545718432512,False
GO_BP_2023,Ribosomal Small Subunit Biogenesis (GO:0042274),3,0,0.74564,0.96173,0.9802537908820615,False
GO_BP_2023,Pathway-Restricted SMAD Protein Phosphorylation (GO:0060389),3,0,0.91693,0.96195,0.9894705446069082,False
GO_BP_2023,Regulation Of Isotype Switching (GO:0045191),3,0,0.80686,0.96225,0.9716265846736044,False
GO_BP_2023,Acylglycerol Catabolic Process (GO:0046464),3,0,0.84528,0.96229,0.976142569832402,False
GO_BP_2023,Negative Regulation Of Neuroinflammatory Response (GO:0150079),3,0,0.44845,0.96276,0.9393504765535644,False
Reactome_2022,mRNA Decay By 5 To 3 Exoribonuclease R-HSA-430039,3,0,0.74693,0.96278,0.9636665240372516,False
GO_BP_2023,Negative Regulation Of Endothelial Cell Proliferation (GO:0001937),3,0,0.62481,0.9628,0.9541864256075874,False
Reactome_2022,Regulation Of Gene Expression By Hypoxia-inducible Factor R-HSA-1234158,3,0,0.71565,0.96291,0.978611630405587,False
Reactome_2022,Asparagine N-linked Glycosylation R-HSA-446203,3,0,0.82235,0.96295,0.9735597498842056,False
GO_BP_2023,Glucose Import (GO:0046323),3,0,0.82015,0.963,0.9735597498842056,False
GO_BP_2023,Positive Regulation Of Chemotaxis (GO:0050921),3,0,0.92696,0.96312,0.9893541021347844,False
Reactome_2022,Gap-filling DNA Repair Synthesis And Ligation In TC-NER R-HSA-6782210,3,0,0.80706,0.96323,0.985959995200384,False
GO_BP_2023,Negative Regulation Of T-helper Cell Differentiation (GO:0045623),3,0,0.8478,0.96345,0.9865069984094524,False
GO_BP_2023,Positive Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051281),3,0,0.94241,0.9635,0.9915273851226044,False
GO_BP_2023,Mitochondrial Membrane Organization (GO:0007006),3,0,0.90326,0.96353,0.984280928938356,False
GO_BP_2023,Cellular Component Disassembly (GO:0022411),3,0,0.44607,0.96355,0.9722129199861448,False
Reactome_2022,Keratinization R-HSA-6805567,3,0,0.76735,0.96355,0.9802537908820615,False
GO_BP_2023,Regulation Of Toll-Like Receptor 4 Signaling Pathway (GO:0034143),3,0,0.92177,0.96373,0.988413705263158,False
GO_BP_2023,Mast Cell Mediated Immunity (GO:0002448),3,0,0.72522,0.96376,0.9630497782415862,False
GO_BP_2023,Establishment Of Protein Localization To Membrane (GO:0090150),3,0,0.90648,0.96408,0.9882077941490498,False
GO_BP_2023,Negative Regulation Of Endothelial Cell Migration (GO:0010596),3,0,0.69431,0.96409,0.961542032892963,False
GO_BP_2023,Peptidyl-Lysine Methylation (GO:0018022),3,0,0.35092,0.96424,0.922255873493976,False
GO_BP_2023,Response To Unfolded Protein (GO:0006986),3,0,0.60419,0.96444,0.9541864256075874,False
GO_BP_2023,Regulation Of Monocyte Chemotaxis (GO:0090025),3,0,0.84108,0.96445,0.976142569832402,False
Reactome_2022,RIPK1-mediated Regulated Necrosis R-HSA-5213460,3,0,0.2103,0.96451,0.9689528907922912,False
GO_BP_2023,Neurotransmitter Uptake (GO:0001504),3,0,0.67461,0.96454,0.9757301514332072,False
GO_BP_2023,Negative Regulation Of Rho Protein Signal Transduction (GO:0035024),3,0,0.78817,0.96462,0.9818581355517494,False
GO_BP_2023,Chemokine-Mediated Signaling Pathway (GO:0070098),3,0,0.83003,0.96472,0.975471787773933,False
GO_BP_2023,Establishment Of Endothelial Barrier (GO:0061028),3,0,0.42453,0.96492,0.9691778245983672,False
GO_BP_2023,Lens Fiber Cell Differentiation (GO:0070306),3,0,0.70825,0.96507,0.9625442194992008,False
GO_BP_2023,Eosinophil Chemotaxis (GO:0048245),3,0,0.89066,0.96514,0.982331397616468,False
GO_BP_2023,Eosinophil Migration (GO:0072677),3,0,0.89066,0.96514,0.982331397616468,False
GO_BP_2023,Regulation Of rRNA Processing (GO:2000232),3,0,0.81382,0.96526,0.985823103522801,False
GO_BP_2023,Cellular Response To Chemokine (GO:1990869),3,0,0.92653,0.96526,0.9893541021347844,False
GO_BP_2023,Regulation Of Cell Growth (GO:0001558),3,0,0.91489,0.96534,0.9891181142493098,False
GO_BP_2023,Negative Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901991),3,0,0.92234,0.96569,0.991003670886076,False
GO_BP_2023,Negative Regulation Of Epithelial Cell Migration (GO:0010633),3,0,0.64214,0.96581,0.9562800292397662,False
GO_BP_2023,Neuropeptide Signaling Pathway (GO:0007218),3,0,0.93307,0.96587,0.9894972719700124,False
GO_BP_2023,Modulation Of Excitatory Postsynaptic Potential (GO:0098815),3,0,0.76387,0.96598,0.9802537908820615,False
GO_BP_2023,Protein Localization To Cell Periphery (GO:1990778),3,0,0.92676,0.96613,0.9893541021347844,False
Hallmark_2020,Myc Targets V2,3,0,0.88535,0.96653,0.9872367447860676,False
GO_BP_2023,Regulation Of Receptor Recycling (GO:0001919),3,0,0.95779,0.96663,0.99306685621446,False
Reactome_2022,Cohesin Loading Onto Chromatin R-HSA-2470946,3,0,0.73454,0.96664,0.9802537908820615,False
GO_BP_2023,Positive Regulation Of Interleukin-2 Production (GO:0032743),3,0,0.80526,0.96691,0.9716265846736044,False
GO_BP_2023,Hexose Metabolic Process (GO:0019318),3,0,0.76114,0.96703,0.9658944402892048,False
Hallmark_2020,Protein Secretion,3,0,0.63183,0.96727,0.9757301514332072,False
GO_BP_2023,Mitotic Spindle Assembly (GO:0090307),3,0,0.84913,0.96734,0.976142569832402,False
GO_BP_2023,Protein Localization To Endoplasmic Reticulum (GO:0070972),3,0,0.86946,0.96738,0.977819322928116,False
GO_BP_2023,Melanosome Organization (GO:0032438),3,0,0.74259,0.96747,0.9802537908820615,False
GO_BP_2023,Positive Regulation Of Oxidoreductase Activity (GO:0051353),3,0,0.7595,0.96755,0.9802537908820615,False
GO_BP_2023,Negative Regulation Of Double-Strand Break Repair Via Homologous Recombination (GO:2000042),3,0,0.20763,0.9677,0.9142010813887308,False
GO_BP_2023,Protein Localization To Mitochondrion (GO:0070585),3,0,0.94855,0.96775,0.992769757401316,False
GO_BP_2023,Hippo Signaling (GO:0035329),3,0,0.80189,0.96783,0.9716265846736044,False
Reactome_2022,Transport To Golgi And Subsequent Modification R-HSA-948021,3,0,0.84095,0.96786,0.976142569832402,False
GO_BP_2023,Positive Regulation Of Isotype Switching (GO:0045830),3,0,0.728,0.96794,0.9632415368639669,False
Reactome_2022,ERKs Are Inactivated R-HSA-202670,3,0,0.60777,0.96804,0.9750976857490864,False
GO_BP_2023,Positive Regulation Of Interleukin-17 Production (GO:0032740),3,0,0.82135,0.96813,0.9865069984094524,False
GO_BP_2023,Epithelium Development (GO:0060429),3,0,0.93868,0.96815,0.993334892158839,False
Reactome_2022,Adherens Junctions Interactions R-HSA-418990,3,0,0.89685,0.96816,0.9872367447860676,False
GO_BP_2023,Triglyceride Catabolic Process (GO:0019433),3,0,0.8219,0.96819,0.9735597498842056,False
GO_BP_2023,Detection Of Mechanical Stimulus (GO:0050982),3,0,0.8708,0.96895,0.977819322928116,False
Reactome_2022,Regulation Of Insulin Secretion R-HSA-422356,3,0,0.94065,0.96895,0.9900192061194956,False
GO_BP_2023,3'-UTR-mediated mRNA Stabilization (GO:0070935),3,0,0.94451,0.96897,0.9915273851226044,False
GO_BP_2023,Lipid Translocation (GO:0034204),3,0,0.95228,0.96945,0.992808218344156,False
Hallmark_2020,Estrogen Response Early,3,0,0.36965,0.96948,0.97150681352459,False
GO_BP_2023,Mitotic Chromosome Condensation (GO:0007076),3,0,0.91566,0.96952,0.9874384322033898,False
GO_BP_2023,RNA Transport (GO:0050658),3,0,0.92366,0.96959,0.9893541021347844,False
GO_BP_2023,Cell-Cell Junction Organization (GO:0045216),3,0,0.53825,0.96965,0.9722129199861448,False
Reactome_2022,RHO GTPase Effectors R-HSA-195258,3,0,0.84552,0.96977,0.976142569832402,False
GO_BP_2023,Ethanol Metabolic Process (GO:0006067),3,0,0.72227,0.9698,0.9630497782415862,False
Reactome_2022,Mismatch Repair (MMR) Directed By MSH2:MSH6 (MutSalpha) R-HSA-5358565,3,0,0.96732,0.96982,0.993334892158839,False
GO_BP_2023,Renal System Development (GO:0072001),3,0,0.5687,0.96985,0.973169238476954,False
GO_BP_2023,Retinal Metabolic Process (GO:0042574),3,0,0.88007,0.96986,0.9872367447860676,False
Reactome_2022,tRNA Aminoacylation R-HSA-379724,3,0,0.81757,0.9701,0.9735597498842056,False
Reactome_2022,AKT Phosphorylates Targets In Nucleus R-HSA-198693,3,0,0.67006,0.97023,0.9757301514332072,False
GO_BP_2023,Regulation Of Microglial Cell Activation (GO:1903978),3,0,0.56558,0.97054,0.9529937644341802,False
Reactome_2022,Cargo Concentration In ER R-HSA-5694530,3,0,0.92264,0.97066,0.991003670886076,False
GO_BP_2023,"Protein Alpha-1,2-Demannosylation (GO:0036508)",3,0,0.93151,0.97066,0.9913661567087036,False
Reactome_2022,Bicarbonate Transporters R-HSA-425381,3,0,0.9282,0.97075,0.9885958289885296,False
GO_BP_2023,Regulation Of Protein Neddylation (GO:2000434),3,0,0.68218,0.97077,0.9757301514332072,False
GO_BP_2023,Regulation Of T Cell Proliferation (GO:0042129),3,0,0.85297,0.97078,0.9865069984094524,False
Reactome_2022,Immunoregulatory Interactions Between A Lymphoid And A non-Lymphoid Cell R-HSA-198933,3,0,0.83419,0.97091,0.9865069984094524,False
GO_BP_2023,Negative Regulation Of Vascular Permeability (GO:0043116),3,0,0.878,0.97097,0.9872367447860676,False
Hallmark_2020,E2F Targets,3,0,0.75109,0.97134,0.9802537908820615,False
GO_BP_2023,Maturation Of 5.8S rRNA (GO:0000460),3,0,0.76173,0.97136,0.9802537908820615,False
Reactome_2022,Neuronal System R-HSA-112316,3,0,0.88941,0.97158,0.9872367447860676,False
GO_BP_2023,Sulfur Amino Acid Metabolic Process (GO:0000096),3,0,0.79261,0.9716,0.970808271219043,False
Reactome_2022,Regulation Of PTEN mRNA Translation R-HSA-8943723,3,0,0.93986,0.97167,0.9934395741261552,False
GO_BP_2023,Regulation Of Nervous System Process (GO:0031644),3,0,0.8549,0.97181,0.9872367447860676,False
GO_BP_2023,tRNA Aminoacylation For Protein Translation (GO:0006418),3,0,0.69441,0.97185,0.961542032892963,False
Reactome_2022,Metabolism Of Angiotensinogen To Angiotensins R-HSA-2022377,3,0,0.86905,0.97194,0.977819322928116,False
GO_BP_2023,Bone Morphogenesis (GO:0060349),3,0,0.93824,0.97233,0.9913245122457452,False
GO_BP_2023,Artery Development (GO:0060840),3,0,0.81415,0.97248,0.9735073273837482,False
GO_BP_2023,Mitotic G1/S Transition Checkpoint Signaling (GO:0044819),3,0,0.9012,0.97249,0.9872367447860676,False
GO_BP_2023,Cellular Response To Interleukin-6 (GO:0071354),3,0,0.7944,0.97265,0.971293778525102,False
GO_BP_2023,Regulation Of T Cell Activation (GO:0050863),3,0,0.92845,0.97266,0.9893541021347844,False
GO_BP_2023,Negative Regulation Of Epithelial Cell Proliferation (GO:0050680),3,0,0.96204,0.973,0.9930609612654634,False
GO_BP_2023,Positive Regulation Of Calcium Ion Transport (GO:0051928),3,0,0.90676,0.97345,0.9843016620498616,False
Reactome_2022,Negative Regulation Of Activity Of TFAP2 (AP-2) Family Transcription Factors R-HSA-8866904,3,0,0.72,0.9735,0.9802537908820615,False
GO_BP_2023,Positive Regulation Of Keratinocyte Proliferation (GO:0010838),3,0,0.89108,0.97359,0.9872367447860676,False
GO_BP_2023,Ceramide Transport (GO:0035627),3,0,0.55394,0.97371,0.9529937644341802,False
Reactome_2022,Negative Regulation Of FGFR1 Signaling R-HSA-5654726,3,0,0.93407,0.97372,0.992162382641352,False
Reactome_2022,Activated PKN1 Stimulates Transcription Of Androgen Receptor Regulated KLK2 And KLK3 R-HSA-5625886,3,0,0.79698,0.97394,0.9834347762998792,False
GO_BP_2023,Negative Regulation Of Immune Effector Process (GO:0002698),3,0,0.91604,0.97419,0.9892675222740772,False
GO_BP_2023,Extracellular Matrix Disassembly (GO:0022617),3,0,0.5008,0.97443,0.9722129199861448,False
Reactome_2022,Tandem Pore Domain Potassium Channels R-HSA-1296346,3,0,0.96551,0.97462,0.9944039735099336,False
GO_BP_2023,Establishment Of Protein Localization To Organelle (GO:0072594),3,0,0.69697,0.97488,0.961542032892963,False
GO_BP_2023,Negative Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000134),3,0,0.9455,0.97491,0.994749508722679,False
GO_BP_2023,Inner Mitochondrial Membrane Organization (GO:0007007),3,0,0.78879,0.97516,0.970808271219043,False
GO_BP_2023,Regulation Of Macromolecule Metabolic Process (GO:0060255),3,0,0.89088,0.97525,0.9872367447860676,False
GO_BP_2023,Endomembrane System Organization (GO:0010256),3,0,0.92264,0.97535,0.991003670886076,False
GO_BP_2023,Regulation Of Epithelial Cell Proliferation (GO:0050678),3,0,0.96016,0.97538,0.992808218344156,False
GO_BP_2023,Positive Regulation Of Cardiac Muscle Hypertrophy (GO:0010613),3,0,0.8685,0.97548,0.977819322928116,False
GO_BP_2023,Dendritic Cell Chemotaxis (GO:0002407),3,0,0.60424,0.97556,0.9541864256075874,False
GO_BP_2023,Mitotic Sister Chromatid Segregation (GO:0000070),3,0,0.92785,0.976,0.9893541021347844,False
GO_BP_2023,Organophosphate Ester Transport (GO:0015748),3,0,0.75012,0.97617,0.9636665240372516,False
Reactome_2022,Activation Of Pre-Replicative Complex R-HSA-68962,3,0,0.75712,0.9768,0.9650268615692156,False
GO_BP_2023,Regulation Of T Cell Receptor Signaling Pathway (GO:0050856),3,0,0.85789,0.97688,0.9872367447860676,False
GO_BP_2023,Lytic Vacuole Organization (GO:0080171),3,0,0.9402,0.97731,0.9937573855396726,False
GO_BP_2023,Cellular Response To Interleukin-12 (GO:0071349),3,0,0.92744,0.97736,0.9893541021347844,False
GO_BP_2023,Regulation Of Interleukin-17 Production (GO:0032660),3,0,0.65369,0.97749,0.9757301514332072,False
GO_BP_2023,One-Carbon Compound Transport (GO:0019755),3,0,0.59831,0.97783,0.9541864256075874,False
GO_BP_2023,Release Of Sequestered Calcium Ion Into Cytosol (GO:0051209),3,0,0.89221,0.97784,0.9831887638016886,False
GO_BP_2023,Cell-Cell Junction Assembly (GO:0007043),3,0,0.74476,0.97792,0.9802537908820615,False
GO_BP_2023,Positive Regulation Of RNA Metabolic Process (GO:0051254),3,0,0.92814,0.97803,0.9893541021347844,False
Reactome_2022,FGFR1 Ligand Binding And Activation R-HSA-190242,3,0,0.90844,0.97804,0.9882077941490498,False
GO_BP_2023,Transport Across Blood-Brain Barrier (GO:0150104),3,0,0.95182,0.97807,0.9933448317549868,False
GO_BP_2023,Protein Acetylation (GO:0006473),3,0,0.71831,0.97842,0.9798931939978563,False
GO_BP_2023,Axonemal Dynein Complex Assembly (GO:0070286),3,0,0.79028,0.97842,0.970808271219043,False
GO_BP_2023,Regulation Of Protein K63-linked Ubiquitination (GO:1900044),3,0,0.44887,0.97843,0.9393504765535644,False
GO_BP_2023,Granulocyte Chemotaxis (GO:0071621),3,0,0.96061,0.97862,0.99306685621446,False
GO_BP_2023,Positive Regulation Of Syncytium Formation By Plasma Membrane Fusion (GO:0060143),3,0,0.81055,0.97881,0.9865069984094524,False
GO_BP_2023,Liver Development (GO:0001889),3,0,0.15308,0.97907,0.9142010813887308,False
GO_BP_2023,Respiratory System Development (GO:0060541),3,0,0.83438,0.97962,0.976142569832402,False
Reactome_2022,Golgi Associated Vesicle Biogenesis R-HSA-432722,3,0,0.91102,0.97974,0.988508164570454,False
GO_BP_2023,Skeletal System Morphogenesis (GO:0048705),3,0,0.87424,0.97986,0.9872367447860676,False
GO_BP_2023,Acute-Phase Response (GO:0006953),3,0,0.84741,0.98008,0.976142569832402,False
GO_BP_2023,Protein Targeting To Mitochondrion (GO:0006626),3,0,0.80612,0.98011,0.9716265846736044,False
GO_BP_2023,Negative Regulation Of Sequestering Of Calcium Ion (GO:0051283),3,0,0.92208,0.98012,0.9882895767530008,False
GO_BP_2023,Positive Regulation Of Smooth Muscle Cell Migration (GO:0014911),3,0,0.4753,0.98025,0.9393504765535644,False
Reactome_2022,Signaling By NODAL R-HSA-1181150,3,0,0.92414,0.98027,0.9893541021347844,False
GO_BP_2023,Cellular Response To Unfolded Protein (GO:0034620),3,0,0.84298,0.98042,0.976142569832402,False
Reactome_2022,Activation Of GABAB Receptors R-HSA-991365,3,0,0.96427,0.98055,0.9933068581832896,False
Reactome_2022,Processive Synthesis On Lagging Strand R-HSA-69183,3,0,0.82467,0.98057,0.9735597498842056,False
GO_BP_2023,Regulation Of Myoblast Fusion (GO:1901739),3,0,0.81219,0.981,0.9735073273837482,False
Reactome_2022,ER Quality Control Compartment (ERQC) R-HSA-901032,3,0,0.94336,0.98121,0.9915273851226044,False
GO_BP_2023,Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:1902229),3,0,0.89734,0.98136,0.9838880318006016,False
GO_BP_2023,Carbohydrate Catabolic Process (GO:0016052),3,0,0.68042,0.98145,0.9602724609909662,False
