TRAIT,library,term,FULL_NAME,NGENES,BETA,BETA_STD,SE,P,BH_FDR,BONFERRONI_P,BONFERRONI_SIGNIFICANT,FDR_SIGNIFICANT
right_ALPS,GO_BP_2023,Urogenital System Development (GO:0001655),GO_BP_2023::Urogenital_System_Development_(GO:0001655),10,0.25063,0.0058749,0.29345,0.19654,0.9649076779026218,1.0,False,False
right_ALPS,GO_BP_2023,"Positive Regulation Of CD4-positive, Alpha-Beta T Cell Activation (GO:2000516)","GO_BP_2023::Positive_Regulation_Of_CD4-positive,_Alpha-Beta_T_Cell_Activation_(GO:2000516)",11,0.24056,0.0059138,0.28171,0.19658,0.9649076779026218,1.0,False,False
right_ALPS,GO_BP_2023,Sphingolipid Catabolic Process (GO:0030149),GO_BP_2023::Sphingolipid_Catabolic_Process_(GO:0030149),14,0.17771,0.0049283,0.20827,0.19677,0.9649076779026218,1.0,False,False
right_ALPS,GO_BP_2023,Regulation Of Macroautophagy (GO:0016241),GO_BP_2023::Regulation_Of_Macroautophagy_(GO:0016241),90,0.077069,0.0054077,0.090333,0.19679,0.9649076779026218,1.0,False,False
right_ALPS,GO_BP_2023,Regulation Of Calcium Ion Transport (GO:0051924),GO_BP_2023::Regulation_Of_Calcium_Ion_Transport_(GO:0051924),55,0.11142,0.0061172,0.13087,0.1973,0.9649076779026218,1.0,False,False
right_ALPS,GO_BP_2023,T Cell Proliferation (GO:0042098),GO_BP_2023::T_Cell_Proliferation_(GO:0042098),13,0.19848,0.0053042,0.23335,0.19751,0.9649076779026218,1.0,False,False
right_ALPS,GO_BP_2023,ncRNA Processing (GO:0034470),GO_BP_2023::ncRNA_Processing_(GO:0034470),95,0.079405,0.0057234,0.093625,0.19819,0.9649076779026218,1.0,False,False
right_ALPS,GO_BP_2023,Cellular Response To Alkaloid (GO:0071312),GO_BP_2023::Cellular_Response_To_Alkaloid_(GO:0071312),17,0.17798,0.0054384,0.2102,0.19859,0.9649076779026218,1.0,False,False
right_ALPS,GO_BP_2023,"Mitochondrial Electron Transport, NADH To Ubiquinone (GO:0006120)","GO_BP_2023::Mitochondrial_Electron_Transport,_NADH_To_Ubiquinone_(GO:0006120)",33,0.14425,0.0061384,0.17047,0.19873,0.9649076779026218,1.0,False,False
right_ALPS,GO_BP_2023,Endocytosis (GO:0006897),GO_BP_2023::Endocytosis_(GO:0006897),183,0.058976,0.0058855,0.069742,0.19889,0.9649076779026218,1.0,False,False
right_ALPS,GO_BP_2023,Regulation Of Carbohydrate Catabolic Process (GO:0043470),GO_BP_2023::Regulation_Of_Carbohydrate_Catabolic_Process_(GO:0043470),13,0.21502,0.0057463,0.25452,0.19912,0.9649076779026218,1.0,False,False
right_ALPS,GO_BP_2023,Regulation Of Amyloid Precursor Protein Catabolic Process (GO:1902991),GO_BP_2023::Regulation_Of_Amyloid_Precursor_Protein_Catabolic_Process_(GO:1902991),11,0.2542,0.0062493,0.30114,0.19931,0.9649076779026218,1.0,False,False
right_ALPS,GO_BP_2023,Negative Regulation Of Glucose Transmembrane Transport (GO:0010829),GO_BP_2023::Negative_Regulation_Of_Glucose_Transmembrane_Transport_(GO:0010829),11,0.23595,0.0058004,0.28,0.19971,0.9649076779026218,1.0,False,False
right_ALPS,Reactome_2022,Negative Regulation Of NMDA Receptor-Mediated Neuronal Transmission R-HSA-9617324,Reactome_2022::Negative_Regulation_Of_NMDA_Receptor-Mediated_Neuronal_Transmission_R-HSA-9617324,21,0.16051,0.0054505,0.19067,0.19996,0.9649076779026218,1.0,False,False
right_ALPS,Reactome_2022,Repression Of WNT Target Genes R-HSA-4641265,Reactome_2022::Repression_Of_WNT_Target_Genes_R-HSA-4641265,14,0.21176,0.0058727,0.25159,0.19998,0.9649076779026218,1.0,False,False
right_ALPS,Reactome_2022,SRP-dependent Cotranslational Protein Targeting To Membrane R-HSA-1799339,Reactome_2022::SRP-dependent_Cotranslational_Protein_Targeting_To_Membrane_R-HSA-1799339,101,0.081187,0.0060329,0.096508,0.20011,0.9649076779026218,1.0,False,False
right_ALPS,GO_BP_2023,Negative Regulation Of Apoptotic Process (GO:0043066),GO_BP_2023::Negative_Regulation_Of_Apoptotic_Process_(GO:0043066),452,0.035829,0.0055774,0.042671,0.20055,0.9649076779026218,1.0,False,False
right_ALPS,GO_BP_2023,Regulation Of Stem Cell Population Maintenance (GO:2000036),GO_BP_2023::Regulation_Of_Stem_Cell_Population_Maintenance_(GO:2000036),54,0.10555,0.0057424,0.12575,0.20064,0.9649076779026218,1.0,False,False
right_ALPS,GO_BP_2023,B Cell Activation (GO:0042113),GO_BP_2023::B_Cell_Activation_(GO:0042113),86,0.083954,0.0057589,0.10004,0.20069,0.9649076779026218,1.0,False,False
right_ALPS,GO_BP_2023,Glutamine Family Amino Acid Catabolic Process (GO:0009065),GO_BP_2023::Glutamine_Family_Amino_Acid_Catabolic_Process_(GO:0009065),14,0.17966,0.0049822,0.21415,0.20076,0.9649076779026218,1.0,False,False
right_ALPS,GO_BP_2023,Regulation Of Amyloid-Beta Formation (GO:1902003),GO_BP_2023::Regulation_Of_Amyloid-Beta_Formation_(GO:1902003),33,0.14228,0.0060545,0.16965,0.20085,0.9649076779026218,1.0,False,False
right_ALPS,Reactome_2022,STAT5 Activation Downstream Of FLT3 ITD Mutants R-HSA-9702518,Reactome_2022::STAT5_Activation_Downstream_Of_FLT3_ITD_Mutants_R-HSA-9702518,10,0.26447,0.0061993,0.31588,0.20123,0.9649076779026218,1.0,False,False
right_ALPS,GO_BP_2023,Positive Regulation Of Developmental Growth (GO:0048639),GO_BP_2023::Positive_Regulation_Of_Developmental_Growth_(GO:0048639),47,0.10871,0.0055189,0.12988,0.20129,0.9649076779026218,1.0,False,False
right_ALPS,GO_BP_2023,GTP Metabolic Process (GO:0046039),GO_BP_2023::GTP_Metabolic_Process_(GO:0046039),13,0.21049,0.0056251,0.25167,0.20148,0.9649076779026218,1.0,False,False
right_ALPS,GO_BP_2023,Rho Protein Signal Transduction (GO:0007266),GO_BP_2023::Rho_Protein_Signal_Transduction_(GO:0007266),49,0.1153,0.0059764,0.13787,0.20149,0.9649076779026218,1.0,False,False
right_ALPS,GO_BP_2023,Regulation Of JNK Cascade (GO:0046328),GO_BP_2023::Regulation_Of_JNK_Cascade_(GO:0046328),106,0.070994,0.0054037,0.084981,0.20175,0.9649076779026218,1.0,False,False
right_ALPS,Reactome_2022,O-linked Glycosylation R-HSA-5173105,Reactome_2022::O-linked_Glycosylation_R-HSA-5173105,102,0.081575,0.0060915,0.097669,0.2018,0.9649076779026218,1.0,False,False
right_ALPS,Reactome_2022,Energy Dependent Regulation Of mTOR By LKB1-AMPK R-HSA-380972,Reactome_2022::Energy_Dependent_Regulation_Of_mTOR_By_LKB1-AMPK_R-HSA-380972,28,0.14616,0.00573,0.17502,0.20183,0.9649076779026218,1.0,False,False
right_ALPS,Reactome_2022,RNA Polymerase II Pre-transcription Events R-HSA-674695,Reactome_2022::RNA_Polymerase_II_Pre-transcription_Events_R-HSA-674695,75,0.094741,0.0060709,0.11347,0.20187,0.9649076779026218,1.0,False,False
right_ALPS,GO_BP_2023,Regulation Of Telomere Capping (GO:1904353),GO_BP_2023::Regulation_Of_Telomere_Capping_(GO:1904353),22,0.17084,0.0059379,0.20482,0.20211,0.9649076779026218,1.0,False,False
right_ALPS,Reactome_2022,Diseases Associated With N-glycosylation Of Proteins R-HSA-3781860,Reactome_2022::Diseases_Associated_With_N-glycosylation_Of_Proteins_R-HSA-3781860,18,0.19306,0.0060703,0.23151,0.20217,0.9649076779026218,1.0,False,False
right_ALPS,GO_BP_2023,Positive Regulation Of Autophagosome Assembly (GO:2000786),GO_BP_2023::Positive_Regulation_Of_Autophagosome_Assembly_(GO:2000786),15,0.19714,0.0056588,0.23647,0.20224,0.9649076779026218,1.0,False,False
right_ALPS,GO_BP_2023,Purine Nucleotide Biosynthetic Process (GO:0006164),GO_BP_2023::Purine_Nucleotide_Biosynthetic_Process_(GO:0006164),18,0.16351,0.0051411,0.19618,0.20229,0.9649076779026218,1.0,False,False
right_ALPS,GO_BP_2023,Complement Receptor Mediated Signaling Pathway (GO:0002430),GO_BP_2023::Complement_Receptor_Mediated_Signaling_Pathway_(GO:0002430),10,0.27,0.0063288,0.32418,0.20246,0.9649076779026218,1.0,False,False
right_ALPS,GO_BP_2023,Second-Messenger-Mediated Signaling (GO:0019932),GO_BP_2023::Second-Messenger-Mediated_Signaling_(GO:0019932),68,0.094788,0.0057847,0.11395,0.20277,0.9654811038353602,1.0,False,False
right_ALPS,GO_BP_2023,Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090199),GO_BP_2023::Regulation_Of_Release_Of_Cytochrome_C_From_Mitochondria_(GO:0090199),40,0.12357,0.0057883,0.14896,0.2034,0.9675757009345795,1.0,False,False
right_ALPS,Hallmark_2020,Myogenesis,Hallmark_2020::Myogenesis,194,0.055589,0.0057101,0.067165,0.20394,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Keratan Sulfate Metabolic Process (GO:0042339),GO_BP_2023::Keratan_Sulfate_Metabolic_Process_(GO:0042339),17,0.19049,0.0058207,0.23124,0.20505,0.9689528907922913,1.0,False,False
right_ALPS,Reactome_2022,PINK1-PRKN Mediated Mitophagy R-HSA-5205685,Reactome_2022::PINK1-PRKN_Mediated_Mitophagy_R-HSA-5205685,22,0.18367,0.0063838,0.22307,0.20515,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Cellular Response To Leucine Starvation (GO:1990253),GO_BP_2023::Cellular_Response_To_Leucine_Starvation_(GO:1990253),11,0.23115,0.0056825,0.28098,0.20536,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Wnt Signaling Pathway (GO:0016055),GO_BP_2023::Wnt_Signaling_Pathway_(GO:0016055),72,0.084545,0.0053085,0.10293,0.20571,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Melanosome Localization (GO:0032400),GO_BP_2023::Melanosome_Localization_(GO:0032400),16,0.17718,0.0052524,0.21571,0.20572,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Aortic Valve Morphogenesis (GO:0003180),GO_BP_2023::Aortic_Valve_Morphogenesis_(GO:0003180),37,0.128,0.0057672,0.15601,0.20597,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Regulation Of Response To Biotic Stimulus (GO:0002831),GO_BP_2023::Regulation_Of_Response_To_Biotic_Stimulus_(GO:0002831),30,0.12889,0.0052299,0.15723,0.20619,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Protein O-linked Glycosylation (GO:0006493),GO_BP_2023::Protein_O-linked_Glycosylation_(GO:0006493),88,0.086093,0.0059736,0.10509,0.20633,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Positive Regulation Of Proteasomal Protein Catabolic Process (GO:1901800),GO_BP_2023::Positive_Regulation_Of_Proteasomal_Protein_Catabolic_Process_(GO:1901800),85,0.084703,0.0057766,0.10359,0.20678,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Desensitization Of G Protein-Coupled Receptor Signaling Pathway (GO:0002029),GO_BP_2023::Desensitization_Of_G_Protein-Coupled_Receptor_Signaling_Pathway_(GO:0002029),8,0.27449,0.0057551,0.33577,0.20684,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Lamellipodium Assembly (GO:0030032),GO_BP_2023::Lamellipodium_Assembly_(GO:0030032),24,0.15979,0.0058002,0.19547,0.20684,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Nitric Oxide Mediated Signal Transduction (GO:0007263),GO_BP_2023::Nitric_Oxide_Mediated_Signal_Transduction_(GO:0007263),16,0.19128,0.0056706,0.23408,0.20692,0.9689528907922913,1.0,False,False
right_ALPS,Reactome_2022,Gap Junction Trafficking R-HSA-190828,Reactome_2022::Gap_Junction_Trafficking_R-HSA-190828,24,0.17045,0.0061874,0.20864,0.20698,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Positive Regulation Of mRNA Metabolic Process (GO:1903313),GO_BP_2023::Positive_Regulation_Of_mRNA_Metabolic_Process_(GO:1903313),12,0.22136,0.0056838,0.27125,0.20724,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Sphingomyelin Metabolic Process (GO:0006684),GO_BP_2023::Sphingomyelin_Metabolic_Process_(GO:0006684),12,0.20914,0.00537,0.25656,0.2075,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Medium-Chain Fatty Acid Metabolic Process (GO:0051791),GO_BP_2023::Medium-Chain_Fatty_Acid_Metabolic_Process_(GO:0051791),14,0.17526,0.0048603,0.21518,0.20769,0.9689528907922913,1.0,False,False
right_ALPS,Reactome_2022,Activation Of NMDA Receptors And Postsynaptic Events R-HSA-442755,Reactome_2022::Activation_Of_NMDA_Receptors_And_Postsynaptic_Events_R-HSA-442755,69,0.089556,0.0055052,0.11013,0.20806,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Regulation Of Vasoconstriction (GO:0019229),GO_BP_2023::Regulation_Of_Vasoconstriction_(GO:0019229),24,0.15953,0.0057909,0.1966,0.20856,0.9689528907922913,1.0,False,False
right_ALPS,Reactome_2022,Transcriptional Regulation Of White Adipocyte Differentiation R-HSA-381340,Reactome_2022::Transcriptional_Regulation_Of_White_Adipocyte_Differentiation_R-HSA-381340,81,0.078813,0.0052476,0.097245,0.20884,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Purine Nucleotide Metabolic Process (GO:0006163),GO_BP_2023::Purine_Nucleotide_Metabolic_Process_(GO:0006163),29,0.12497,0.0049859,0.1542,0.20885,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Leukotriene D4 Metabolic Process (GO:1901748),GO_BP_2023::Leukotriene_D4_Metabolic_Process_(GO:1901748),7,0.27411,0.0053762,0.33843,0.20899,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Regulation Of Hematopoietic Stem Cell Differentiation (GO:1902036),GO_BP_2023::Regulation_Of_Hematopoietic_Stem_Cell_Differentiation_(GO:1902036),12,0.1816,0.0046629,0.22434,0.20912,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Positive Regulation Of Cytokinesis (GO:0032467),GO_BP_2023::Positive_Regulation_Of_Cytokinesis_(GO:0032467),36,0.11518,0.0051188,0.14236,0.20924,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Negative Regulation Of Axon Extension (GO:0030517),GO_BP_2023::Negative_Regulation_Of_Axon_Extension_(GO:0030517),30,0.13425,0.0054474,0.166,0.20935,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Glycosphingolipid Metabolic Process (GO:0006687),GO_BP_2023::Glycosphingolipid_Metabolic_Process_(GO:0006687),30,0.14226,0.0057724,0.1763,0.20987,0.9689528907922913,1.0,False,False
right_ALPS,Reactome_2022,CD28 Co-Stimulation R-HSA-389356,Reactome_2022::CD28_Co-Stimulation_R-HSA-389356,34,0.11991,0.0051794,0.14885,0.21024,0.9689528907922913,1.0,False,False
right_ALPS,Reactome_2022,RIPK1-mediated Regulated Necrosis R-HSA-5213460,Reactome_2022::RIPK1-mediated_Regulated_Necrosis_R-HSA-5213460,29,0.13565,0.0054121,0.16843,0.2103,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,mRNA Transport (GO:0051028),GO_BP_2023::mRNA_Transport_(GO:0051028),50,0.10383,0.0054363,0.12893,0.21032,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Positive Regulation Of DNA Methylation-Dependent Heterochromatin Formation (GO:0090309),GO_BP_2023::Positive_Regulation_Of_DNA_Methylation-Dependent_Heterochromatin_Formation_(GO:0090309),10,0.23402,0.0054856,0.29147,0.21103,0.9689528907922913,1.0,False,False
right_ALPS,Reactome_2022,RNA Polymerase III Transcription Initiation From Type 3 Promoter R-HSA-76071,Reactome_2022::RNA_Polymerase_III_Transcription_Initiation_From_Type_3_Promoter_R-HSA-76071,27,0.1285,0.0049472,0.16013,0.21114,0.9689528907922913,1.0,False,False
right_ALPS,Reactome_2022,Carnitine Metabolism R-HSA-200425,Reactome_2022::Carnitine_Metabolism_R-HSA-200425,10,0.26598,0.0062346,0.33183,0.21141,0.9689528907922913,1.0,False,False
right_ALPS,Reactome_2022,Kinesins R-HSA-983189,Reactome_2022::Kinesins_R-HSA-983189,40,0.10536,0.0049352,0.1315,0.21152,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Regulation Of GTPase Activity (GO:0043087),GO_BP_2023::Regulation_Of_GTPase_Activity_(GO:0043087),203,0.053215,0.0055902,0.066431,0.21156,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Macrophage Chemotaxis (GO:0048246),GO_BP_2023::Macrophage_Chemotaxis_(GO:0048246),11,0.1947,0.0047864,0.2434,0.21189,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Cardiac Left Ventricle Morphogenesis (GO:0003214),GO_BP_2023::Cardiac_Left_Ventricle_Morphogenesis_(GO:0003214),13,0.2081,0.0055612,0.26086,0.21252,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Negative Regulation Of Wnt Signaling Pathway (GO:0030178),GO_BP_2023::Negative_Regulation_Of_Wnt_Signaling_Pathway_(GO:0030178),132,0.066342,0.0056309,0.083291,0.21287,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Positive Regulation Of Lipid Catabolic Process (GO:0050996),GO_BP_2023::Positive_Regulation_Of_Lipid_Catabolic_Process_(GO:0050996),18,0.16947,0.0053284,0.21276,0.21287,0.9689528907922913,1.0,False,False
right_ALPS,Reactome_2022,Caspase-mediated Cleavage Of Cytoskeletal Proteins R-HSA-264870,Reactome_2022::Caspase-mediated_Cleavage_Of_Cytoskeletal_Proteins_R-HSA-264870,12,0.17577,0.0045131,0.22073,0.21293,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Regulation Of Blood Coagulation (GO:0030193),GO_BP_2023::Regulation_Of_Blood_Coagulation_(GO:0030193),29,0.13067,0.0052133,0.16425,0.21315,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,"Maturation Of SSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)","GO_BP_2023::Maturation_Of_SSU-rRNA_From_Tricistronic_rRNA_Transcript_(SSU-rRNA,_5.8S_rRNA,_LSU-rRNA)_(GO:0000462)",28,0.14381,0.0056378,0.1808,0.2132,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Negative Regulation Of Neuron Apoptotic Process (GO:0043524),GO_BP_2023::Negative_Regulation_Of_Neuron_Apoptotic_Process_(GO:0043524),71,0.082334,0.0051339,0.10353,0.21324,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Negative Regulation Of Protein Localization To Membrane (GO:1905476),GO_BP_2023::Negative_Regulation_Of_Protein_Localization_To_Membrane_(GO:1905476),23,0.14786,0.0052544,0.18618,0.21356,0.9689528907922913,1.0,False,False
right_ALPS,Hallmark_2020,TNF-alpha Signaling via NF-kB,Hallmark_2020::TNF-alpha_Signaling_via_NF-kB,196,0.05219,0.0053882,0.06582,0.21392,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Positive Regulation Of T Cell Cytokine Production (GO:0002726),GO_BP_2023::Positive_Regulation_Of_T_Cell_Cytokine_Production_(GO:0002726),21,0.15425,0.005238,0.19459,0.21398,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Ameboidal-Type Cell Migration (GO:0001667),GO_BP_2023::Ameboidal-Type_Cell_Migration_(GO:0001667),18,0.17689,0.0055617,0.22321,0.21405,0.9689528907922913,1.0,False,False
right_ALPS,Reactome_2022,Synthesis Of PIPs At Golgi Membrane R-HSA-1660514,Reactome_2022::Synthesis_Of_PIPs_At_Golgi_Membrane_R-HSA-1660514,15,0.18934,0.0054349,0.23908,0.2142,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Positive Regulation Of Cardiac Muscle Tissue Growth (GO:0055023),GO_BP_2023::Positive_Regulation_Of_Cardiac_Muscle_Tissue_Growth_(GO:0055023),16,0.1974,0.0058519,0.24952,0.21444,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Endocardial Cushion Development (GO:0003197),GO_BP_2023::Endocardial_Cushion_Development_(GO:0003197),23,0.15284,0.0054314,0.19335,0.21463,0.9689528907922913,1.0,False,False
right_ALPS,Reactome_2022,RHOBTB1 GTPase Cycle R-HSA-9013422,Reactome_2022::RHOBTB1_GTPase_Cycle_R-HSA-9013422,22,0.18013,0.0062608,0.22788,0.21463,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Regulation Of Voltage-Gated Calcium Channel Activity (GO:1901385),GO_BP_2023::Regulation_Of_Voltage-Gated_Calcium_Channel_Activity_(GO:1901385),26,0.13149,0.0049677,0.16645,0.21478,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,U2-type Prespliceosome Assembly (GO:1903241),GO_BP_2023::U2-type_Prespliceosome_Assembly_(GO:1903241),21,0.16649,0.0056537,0.21081,0.21484,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Ribosome Assembly (GO:0042255),GO_BP_2023::Ribosome_Assembly_(GO:0042255),44,0.11187,0.0054954,0.14166,0.21486,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Carboxylic Acid Biosynthetic Process (GO:0046394),GO_BP_2023::Carboxylic_Acid_Biosynthetic_Process_(GO:0046394),16,0.16859,0.0049978,0.21352,0.2149,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Aminoglycan Biosynthetic Process (GO:0006023),GO_BP_2023::Aminoglycan_Biosynthetic_Process_(GO:0006023),20,0.1912,0.0063364,0.24233,0.21506,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Sodium Ion Homeostasis (GO:0055078),GO_BP_2023::Sodium_Ion_Homeostasis_(GO:0055078),25,0.13576,0.0050296,0.17207,0.21506,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Protein Deubiquitination (GO:0016579),GO_BP_2023::Protein_Deubiquitination_(GO:0016579),82,0.080074,0.0053641,0.10162,0.21535,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Translation (GO:0006412),GO_BP_2023::Translation_(GO:0006412),222,0.050093,0.0055001,0.063657,0.21567,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,"Heparan Sulfate Proteoglycan Biosynthetic Process, Enzymatic Modification (GO:0015015)","GO_BP_2023::Heparan_Sulfate_Proteoglycan_Biosynthetic_Process,_Enzymatic_Modification_(GO:0015015)",9,0.28019,0.0062308,0.35638,0.21588,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Positive Regulation Of Cell Cycle G2/M Phase Transition (GO:1902751),GO_BP_2023::Positive_Regulation_Of_Cell_Cycle_G2/M_Phase_Transition_(GO:1902751),23,0.12452,0.0044249,0.15846,0.21601,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Regulation Of Protein Polymerization (GO:0032271),GO_BP_2023::Regulation_Of_Protein_Polymerization_(GO:0032271),32,0.12898,0.0054052,0.16418,0.21605,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Protein Hydroxylation (GO:0018126),GO_BP_2023::Protein_Hydroxylation_(GO:0018126),13,0.21351,0.0057058,0.27291,0.21702,0.9689528907922913,1.0,False,False
right_ALPS,Reactome_2022,Cap-dependent Translation Initiation R-HSA-72737,Reactome_2022::Cap-dependent_Translation_Initiation_R-HSA-72737,108,0.074367,0.0057133,0.095069,0.21704,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,"Negative Regulation Of Gene Expression, Epigenetic (GO:0045814)","GO_BP_2023::Negative_Regulation_Of_Gene_Expression,_Epigenetic_(GO:0045814)",49,0.094271,0.0048862,0.12056,0.21713,0.9689528907922913,1.0,False,False
right_ALPS,Reactome_2022,Interleukin-7 Signaling R-HSA-1266695,Reactome_2022::Interleukin-7_Signaling_R-HSA-1266695,23,0.13878,0.0049316,0.1775,0.21717,0.9689528907922913,1.0,False,False
right_ALPS,Reactome_2022,Antigen Activates B Cell Receptor Leading To Second Messenger Generation R-HSA-983695,Reactome_2022::Antigen_Activates_B_Cell_Receptor_Leading_To_Second_Messenger_Generation_R-HSA-983695,28,0.13234,0.0051881,0.16948,0.21746,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Positive Regulation Of Amyloid-Beta Formation (GO:1902004),GO_BP_2023::Positive_Regulation_Of_Amyloid-Beta_Formation_(GO:1902004),17,0.17018,0.0052001,0.21815,0.21767,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Atrial Septum Development (GO:0003283),GO_BP_2023::Atrial_Septum_Development_(GO:0003283),13,0.20186,0.0053944,0.25974,0.21855,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Regulation Of DNA-templated Transcription Elongation (GO:0032784),GO_BP_2023::Regulation_Of_DNA-templated_Transcription_Elongation_(GO:0032784),43,0.11682,0.0056731,0.15033,0.21857,0.9689528907922913,1.0,False,False
right_ALPS,Reactome_2022,Cytochrome C-Mediated Apoptotic Response R-HSA-111461,Reactome_2022::Cytochrome_C-Mediated_Apoptotic_Response_R-HSA-111461,12,0.19543,0.0050179,0.25157,0.21864,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Positive Regulation Of Myeloid Cell Differentiation (GO:0045639),GO_BP_2023::Positive_Regulation_Of_Myeloid_Cell_Differentiation_(GO:0045639),33,0.1106,0.0047066,0.14241,0.2187,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173),GO_BP_2023::Epidermal_Growth_Factor_Receptor_Signaling_Pathway_(GO:0007173),40,0.11317,0.0053013,0.14578,0.21878,0.9689528907922913,1.0,False,False
right_ALPS,Reactome_2022,RNA Polymerase III Transcription Initiation From Type 1 Promoter R-HSA-76061,Reactome_2022::RNA_Polymerase_III_Transcription_Initiation_From_Type_1_Promoter_R-HSA-76061,27,0.11893,0.0045787,0.15326,0.21888,0.9689528907922913,1.0,False,False
right_ALPS,Reactome_2022,"BMAL1:CLOCK,NPAS2 Activates Circadian Gene Expression R-HSA-1368108","Reactome_2022::BMAL1:CLOCK,NPAS2_Activates_Circadian_Gene_Expression_R-HSA-1368108",26,0.14042,0.0053052,0.18127,0.21927,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Regulation Of Protein Autophosphorylation (GO:0031952),GO_BP_2023::Regulation_Of_Protein_Autophosphorylation_(GO:0031952),28,0.14156,0.0055496,0.18276,0.21931,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Regulation Of Interleukin-13 Production (GO:0032656),GO_BP_2023::Regulation_Of_Interleukin-13_Production_(GO:0032656),14,0.18132,0.0050284,0.23439,0.21959,0.9689528907922913,1.0,False,False
right_ALPS,GO_BP_2023,Positive Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010971),GO_BP_2023::Positive_Regulation_Of_G2/M_Transition_Of_Mitotic_Cell_Cycle_(GO:0010971),20,0.13067,0.0043305,0.16899,0.21969,0.9689528907922913,1.0,False,False
right_ALPS,Hallmark_2020,Spermatogenesis,Hallmark_2020::Spermatogenesis,129,0.058685,0.0049245,0.075935,0.21982,0.9689528907922913,1.0,False,False
